Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 0
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6132432.891300

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           5.142913e+25 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.170000e+02  0.000000e+00  2.170000e+02 -1.918608e+00 
    84 x84           8.195027e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    85 x85           9.194263e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    86 x86           1.028471e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    87 x87           1.104111e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    88 x88           1.014871e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    89 x89           1.068778e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    90 x90           1.059665e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    91 x91           1.189497e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    92 x92           8.577593e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    93 x93           9.606147e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    94 x94           1.098900e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    95 x95           1.229578e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    96 x96           1.105657e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    97 x97           1.245894e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    98 x98           1.281113e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    99 x99           8.059851e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   100 x100          9.389847e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   101 x101          8.210433e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   102 x102          9.526577e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   103 x103          1.067540e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   104 x104          1.077311e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   105 x105          7.722238e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   106 x106          9.131883e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   107 x107          1.051374e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   108 x108          1.170475e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   109 x109          1.000722e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   110 x110          8.165178e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   111 x111          9.063021e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   112 x112          7.822143e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   113 x113          8.420167e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   114 x114          9.800444e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   115 x115          1.113430e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   116 x116          1.152494e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   117 x117          1.161972e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   118 x118          1.134839e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   119 x119          8.899023e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   120 x120          7.920277e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   121 x121          9.276167e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   122 x122          1.006662e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   123 x123          1.094702e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   124 x124          1.132229e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   125 x125          1.273406e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   126 x126          1.065329e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   127 x127          8.447040e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   128 x128          9.660303e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   129 x129          1.102205e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   130 x130          7.853410e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   131 x131          8.826502e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   132 x132          1.020303e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   133 x133          1.022025e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   134 x134          8.422214e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   135 x135          9.631315e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   136 x136          1.031862e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   137 x137          1.088218e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   138 x138          9.607218e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   139 x139          1.033780e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   140 x140          1.068430e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   141 x141          7.792619e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   142 x142          7.795275e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   143 x143          9.167501e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   144 x144          1.022168e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   145 x145          9.299681e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   146 x146          9.400642e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   147 x147          1.033539e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   148 x148          1.125446e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   149 x149          1.180770e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   150 x150          1.293281e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   151 x151          1.186202e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   152 x152          1.304506e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   153 x153          1.414100e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   154 x154          1.520340e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   155 x155          3.768620e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   156 x156          5.143930e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   157 x157          6.542868e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   158 x158          7.901320e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   159 x159          9.027224e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   160 x160          9.641404e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   161 x161          9.227232e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   162 x162          1.020466e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   163 x163          1.138353e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   164 x164          1.218835e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   165 x165          1.253401e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   166 x166          8.631487e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   167 x167          8.887910e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   168 x168          7.428599e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   169 x169          7.855461e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   170 x170          8.788457e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   171 x171          9.330422e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   172 x172          1.050186e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   173 x173          9.295712e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   174 x174          9.332625e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   175 x175          1.034908e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   176 x176          1.157238e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   177 x177          1.206388e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   178 x178          1.089749e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   179 x179          8.945738e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   180 x180          1.000809e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   181 x181          1.129468e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   182 x182          1.114402e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   183 x183          7.042416e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   184 x184          8.029924e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   185 x185          9.306336e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   186 x186          1.012224e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   187 x187          1.139692e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   188 x188          1.001982e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   189 x189          8.995026e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   190 x190          9.959061e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   191 x191          9.257621e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   192 x192          1.021020e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   193 x193          1.090338e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   194 x194          9.694593e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   195 x195          1.096281e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   196 x196          1.190937e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   197 x197          6.245390e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   198 x198          7.475385e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   199 x199          8.773138e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   200 x200          8.924387e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   201 x201          9.466655e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   202 x202          1.036021e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   203 x203          1.055688e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   204 x204          1.115028e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   205 x205          1.004962e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   206 x206          1.089478e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   207 x207          8.984540e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   208 x208          1.012368e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   209 x209          1.076279e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   210 x210          1.152672e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   211 x211          9.010646e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   212 x212          8.964401e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   213 x213          8.424478e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   214 x214          8.682152e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   215 x215          8.886502e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   216 x216          9.217549e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   217 x217          9.570063e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   218 x218          9.576117e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   219 x219          9.503930e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   220 x220          1.027218e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   221 x221          9.345006e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   222 x222          9.984758e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   223 x223          1.044223e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   224 x224          1.083779e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   225 x225          1.110750e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   226 x226          1.092422e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   227 x227          8.734978e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   228 x228          8.966788e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   229 x229          9.196706e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   230 x230          9.405076e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   231 x231          9.987886e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   232 x232          7.974003e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   233 x233          8.398299e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   234 x234          8.852080e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   235 x235          9.084160e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   236 x236          9.337901e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   237 x237          9.662402e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   238 x238          9.259336e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   239 x239          9.188147e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   240 x240          9.488379e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   241 x241          9.178658e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   242 x242          8.978938e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   243 x243          9.194689e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   244 x244          9.290372e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   245 x245          9.258579e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   246 x246          9.557482e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   247 x247          8.566734e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   248 x248          8.729622e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   249 x249          9.037496e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   250 x250          7.267227e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   251 x251          7.517122e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   252 x252          7.691247e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   253 x253          7.940987e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   254 x254          8.009865e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   255 x255          8.583574e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   256 x256          8.868805e+01  0.000000e+00  2.170000e+02  0.000000e+00 


Problem:                                baa99-256
First Stage Rows:                       1
First Stage Columns:                    256
First Stage Non-zeros:                  0
Replication No. 14
Status:                                 REPLICATION SOLUTION
Total Objective Function Upper Bound:   
Total Objective Function Lower Bound:   -6126681.602073

First Stage Solutions:
   No.   Row name   Activity      Lower bound   Upper bound   Dual          Dual STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     0 obj           0.000000e+00 

   No. Column name  Activity      Lower bound   Upper bound   Reduced Cost  RC STDEV
------ ------------ ------------- ------------- ------------- ------------- -------------
     1 x1            2.165553e+02  0.000000e+00  2.170000e+02 -3.407466e-02 
     2 x2            1.949759e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     3 x3            1.214327e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     4 x4            1.197652e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     5 x5            1.299008e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     6 x6            1.276806e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     7 x7            1.235609e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     8 x8            1.116194e+02  0.000000e+00  2.170000e+02  0.000000e+00 
     9 x9            9.159260e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    10 x10           1.000355e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    11 x11           1.014034e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    12 x12           1.102108e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    13 x13           9.655884e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    14 x14           1.016599e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    15 x15           9.844776e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    16 x16           1.103203e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    17 x17           1.209497e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    18 x18           1.157191e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    19 x19           1.113242e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    20 x20           1.207572e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    21 x21           1.236601e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    22 x22           1.234374e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    23 x23           1.091210e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    24 x24           1.145187e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    25 x25           1.086850e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    26 x26           7.596463e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    27 x27           8.786453e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    28 x28           9.858532e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    29 x29           1.093121e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    30 x30           1.146536e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    31 x31           1.165321e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    32 x32           1.241062e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    33 x33           1.307357e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    34 x34           1.036231e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    35 x35           1.143379e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    36 x36           1.009976e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    37 x37           1.119088e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    38 x38           1.127472e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    39 x39           1.228241e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    40 x40           1.163946e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    41 x41           1.100218e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    42 x42           9.503329e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    43 x43           9.902367e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    44 x44           1.075700e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    45 x45           1.107168e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    46 x46           9.619942e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    47 x47           1.023591e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    48 x48           1.001945e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    49 x49           1.078830e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    50 x50           7.723837e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    51 x51           8.924068e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    52 x52           7.994495e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    53 x53           8.960176e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    54 x54           9.553221e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    55 x55           9.616910e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    56 x56           9.788534e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    57 x57           1.035699e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    58 x58           1.122152e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    59 x59           1.080001e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    60 x60           1.073977e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    61 x61           1.166073e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    62 x62           1.203729e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    63 x63           9.069427e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    64 x64           9.294856e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    65 x65           9.967952e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    66 x66           8.750240e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    67 x67           8.242299e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    68 x68           9.295204e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    69 x69           8.890238e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    70 x70           1.004294e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    71 x71           1.082917e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    72 x72           1.188992e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    73 x73           8.747829e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    74 x74           9.300103e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    75 x75           1.023401e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    76 x76           1.130265e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    77 x77           8.138214e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    78 x78           9.210415e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    79 x79           9.995479e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    80 x80           1.079220e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    81 x81           7.938378e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    82 x82           9.050033e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    83 x83           9.154521e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    84 x84           9.905665e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    85 x85           1.073533e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    86 x86           1.025787e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    87 x87           1.110984e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    88 x88           1.221876e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    89 x89           9.993922e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    90 x90           8.754881e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    91 x91           9.817289e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    92 x92           9.041314e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    93 x93           9.917879e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    94 x94           1.065639e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    95 x95           9.614334e+01  0.000000e+00  2.170000e+02  0.000000e+00 
    96 x96           1.060781e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    97 x97           1.121784e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    98 x98           1.054237e+02  0.000000e+00  2.170000e+02  0.000000e+00 
    99 x99           1.157876e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   100 x100          1.016560e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   101 x101          1.038716e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   102 x102          1.007022e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   103 x103          1.103050e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   104 x104          1.145571e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   105 x105          9.914659e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   106 x106          1.044844e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   107 x107          9.909998e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   108 x108          1.002934e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   109 x109          8.975539e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   110 x110          9.593821e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   111 x111          9.912672e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   112 x112          9.419947e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   113 x113          9.477528e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   114 x114          1.018067e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   115 x115          1.108507e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   116 x116          9.943208e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   117 x117          1.049855e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   118 x118          1.112330e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   119 x119          8.406303e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   120 x120          9.120001e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   121 x121          9.195988e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   122 x122          8.636935e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   123 x123          9.211633e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   124 x124          1.012072e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   125 x125          1.101200e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   126 x126          1.137700e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   127 x127          1.224525e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   128 x128          1.248105e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   129 x129          1.306306e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   130 x130          1.261767e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   131 x131          9.739034e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   132 x132          1.060180e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   133 x133          1.078082e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   134 x134          9.898328e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   135 x135          9.066852e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   136 x136          9.190399e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   137 x137          1.034967e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   138 x138          7.080145e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   139 x139          8.257870e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   140 x140          9.205928e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   141 x141          1.039639e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   142 x142          6.606221e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   143 x143          7.783608e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   144 x144          8.373206e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   145 x145          8.422890e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   146 x146          7.968257e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   147 x147          8.729871e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   148 x148          8.946942e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   149 x149          9.393029e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   150 x150          1.004179e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   151 x151          1.015764e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   152 x152          1.097976e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   153 x153          1.072927e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   154 x154          1.162282e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   155 x155          1.158886e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   156 x156          1.178326e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   157 x157          1.038180e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   158 x158          1.106970e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   159 x159          8.049930e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   160 x160          8.822489e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   161 x161          9.810521e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   162 x162          1.096989e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   163 x163          8.643568e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   164 x164          9.668843e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   165 x165          1.009291e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   166 x166          1.058457e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   167 x167          1.146441e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   168 x168          1.184365e+02  0.000000e+00  2.170000e+02  0.000000e+00 
   169 x169          7.704428e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   170 x170          8.258261e+01  0.000000e+00  2.170000e+02  0.000000e+00 
   171 x171          8.996624e+01  0.000000e+00  2.170000e+02  0.000000e+00 
